"","id","educacion","sexo","edad","cervezas","hijos","cigarrillo","cigar"
"554",672,11,"Femenino",47,5,2,0,"0"
"555",642,12,"Femenino",43,1,1,0,"0"
"556",886,12,"Masculino",31,2,0,0,"0"
"557",645,13,"Femenino",43,1,4,0,"0"
"558",598,13,"Femenino",39,1,4,1,"1"
"559",1081,14,"Femenino",50,2,3,0,"0"
"560",24,12,"Masculino",22,5,0,0,"0"
"561",350,12,"Femenino",61,4,3,0,"0"
"562",1113,14,"Femenino",60,2,4,1,"1"
"563",772,12,"Femenino",19,2,0,1,"1"
"564",204,14,"Masculino",38,1,3,0,"0"
"565",1083,16,"Femenino",50,2,4,0,"0"
"566",36,16,"Masculino",23,3,0,0,"0"
"567",326,12,"Femenino",53,0,4,0,"0"
"568",1148,12,"Masculino",75,4,0,1,"1"
"569",609,14,"Masculino",40,2,0,0,"0"
"570",871,10,"Masculino",29,1,2,0,"0"
"571",27,14,"Masculino",22,2,0,0,"0"
"572",600,16,"Femenino",39,1,2,0,"0"
"573",399,15,"Femenino",21,1,0,0,"0"
"574",21,12,"Femenino",22,6,1,0,"0"
"575",1060,12,"Femenino",48,4,2,1,"1"
"576",602,7,"Femenino",39,1,2,0,"0"
"577",726,8,"Masculino",59,2,4,1,"1"
"578",1027,12,"Femenino",43,1,1,0,"0"
"579",1129,11,"Masculino",62,2,2,0,"0"
"580",487,11,"Masculino",29,3,2,0,"0"
"581",942,12,"Femenino",35,1,3,0,"0"
"582",98,11,"Femenino",29,4,0,0,"0"
"583",579,15,"Femenino",37,3,3,0,"0"
"584",583,13,"Femenino",37,3,0,0,"0"
"585",1043,12,"Femenino",45,3,2,0,"0"
"586",294,8,"Masculino",48,2,2,0,"0"
"587",68,16,"Femenino",26,3,0,0,"0"
"588",308,12,"Masculino",50,3,3,1,"1"
"589",18,14,"Masculino",22,1,0,0,"0"
"590",505,12,"Masculino",32,1,0,1,"1"
"591",563,16,"Femenino",35,1,2,0,"0"
"592",759,11,"Femenino",71,3,4,0,"0"
"593",1136,13,"Femenino",64,2,4,0,"0"
"594",191,16,"Masculino",37,0,2,1,"1"
"595",20,15,"Femenino",22,5,0,0,"0"
"596",367,12,"Femenino",65,5,2,1,"1"
"597",748,14,"Femenino",64,2,2,1,"1"
"598",509,14,"Femenino",32,3,0,0,"0"
"599",462,14,"Masculino",27,2,2,0,"0"
"600",1061,12,"Masculino",48,3,1,0,"0"
"601",288,19,"Masculino",48,1,2,1,"1"
"602",1125,8,"Femenino",62,2,3,1,"1"
"603",788,14,"Masculino",22,1,0,0,"0"
"604",1008,12,"Femenino",41,2,4,1,"1"
"605",917,16,"Femenino",33,3,0,0,"0"
"606",646,15,"Masculino",43,1,1,0,"0"
"607",877,14,"Masculino",30,6,1,0,"0"
"608",911,18,"Femenino",33,1,0,0,"0"
"609",667,10,"Masculino",47,3,1,1,"1"
"610",1122,7,"Femenino",61,2,4,0,"0"
"611",78,17,"Femenino",28,1,0,1,"1"
"612",102,11,"Masculino",29,3,2,0,"0"
"613",406,12,"Femenino",22,6,1,0,"0"
"614",761,8,"Masculino",72,5,0,1,"1"
"615",284,14,"Femenino",47,0,2,0,"0"
"616",1038,19,"Femenino",44,3,0,1,"1"
"617",1147,16,"Femenino",72,1,2,1,"1"
"618",491,12,"Femenino",30,6,4,0,"0"
"619",211,16,"Femenino",39,1,2,1,"1"
"620",737,7,"Femenino",61,2,4,0,"0"
"621",73,9,"Femenino",27,1,2,0,"0"
"622",321,5,"Femenino",52,3,4,1,"1"
"623",236,14,"Masculino",41,6,1,0,"0"
"624",982,16,"Masculino",39,3,0,1,"1"
"625",717,12,"Femenino",57,3,1,1,"1"
"626",66,12,"Masculino",26,2,2,0,"0"
"627",1025,19,"Masculino",43,1,3,1,"1"
"628",1124,18,"Femenino",62,3,2,1,"1"
"629",229,13,"Femenino",40,1,2,0,"0"
"630",934,20,"Masculino",35,1,1,1,"1"
"631",46,16,"Masculino",24,2,0,0,"0"
"632",515,12,"Femenino",32,2,2,0,"0"
"633",174,16,"Masculino",35,2,0,0,"0"
"634",385,14,"Femenino",89,1,2,0,"0"
"635",829,12,"Masculino",25,3,1,0,"0"
"636",1071,20,"Masculino",49,0,1,1,"1"
"637",414,14,"Masculino",23,3,0,1,"1"
"638",525,13,"Masculino",33,5,0,0,"0"
"639",391,12,"Femenino",20,4,1,0,"0"
"640",558,16,"Femenino",35,2,2,0,"0"
"641",402,15,"Masculino",22,4,0,1,"1"
"642",750,10,"Femenino",64,2,2,1,"1"
"643",91,19,"Femenino",28,3,2,0,"0"
"644",205,14,"Masculino",38,1,1,0,"0"
"645",497,18,"Masculino",31,3,0,0,"0"
"646",42,12,"Femenino",24,4,0,1,"1"
"647",234,12,"Masculino",41,5,1,1,"1"
"648",840,14,"Masculino",26,1,0,0,"0"
"649",951,12,"Masculino",35,5,0,0,"0"
"650",706,5,"Femenino",52,3,4,1,"1"
"651",456,12,"Femenino",26,10,2,0,"0"
"652",1009,12,"Femenino",41,2,3,1,"1"
"653",852,16,"Femenino",28,1,0,0,"0"
"654",1020,12,"Masculino",42,3,1,0,"0"
"655",1092,16,"Masculino",52,1,4,0,"0"
"656",328,18,"Masculino",54,4,0,1,"1"
"657",841,12,"Femenino",26,10,2,0,"0"
"658",979,17,"Femenino",38,1,2,0,"0"
"659",938,19,"Femenino",35,0,1,1,"1"
"660",904,13,"Femenino",33,4,0,1,"1"
"661",1002,12,"Masculino",41,9,2,1,"1"
"662",1087,8,"Femenino",51,3,4,0,"0"
"663",227,15,"Masculino",40,2,0,0,"0"
"664",952,18,"Femenino",36,1,2,1,"1"
"665",495,13,"Femenino",31,4,3,1,"1"
"666",504,19,"Masculino",32,1,2,1,"1"
"667",562,16,"Femenino",35,2,2,0,"0"
"668",460,12,"Femenino",27,3,1,0,"0"
"669",84,12,"Femenino",28,2,0,0,"0"
"670",983,13,"Femenino",39,1,4,1,"1"
"671",895,12,"Femenino",32,1,2,0,"0"
"672",836,12,"Masculino",26,2,2,0,"0"
"673",907,9,"Masculino",33,5,1,1,"1"
"674",801,12,"Masculino",23,0,1,0,"0"
"675",1142,7,"Femenino",70,2,4,0,"0"
"676",8,15,"Femenino",21,2,0,1,"1"
"677",657,16,"Femenino",45,2,1,0,"0"
"678",746,12,"Femenino",63,1,4,1,"1"
"679",899,12,"Masculino",32,2,0,0,"0"
"680",502,12,"Femenino",31,6,2,0,"0"
"681",272,16,"Femenino",45,2,1,0,"0"
"682",709,16,"Femenino",52,0,4,0,"0"
"683",1035,12,"Masculino",44,1,2,1,"1"
"684",1101,12,"Femenino",57,4,3,1,"1"
"685",297,12,"Masculino",49,3,3,1,"1"
"686",980,14,"Masculino",38,2,3,0,"0"
"687",619,12,"Masculino",41,5,1,1,"1"
"688",787,15,"Masculino",22,4,0,1,"1"
"689",1010,12,"Femenino",41,3,2,1,"1"
"690",838,16,"Femenino",26,3,0,0,"0"
"691",1145,9,"Masculino",72,2,0,1,"1"
"692",683,17,"Femenino",49,1,0,1,"1"
"693",1088,14,"Femenino",52,2,2,1,"1"
"694",673,19,"Masculino",48,1,2,1,"1"
"695",4,11,"Masculino",20,4,0,0,"0"
"696",371,12,"Femenino",69,3,2,1,"1"
"697",953,14,"Masculino",36,4,1,1,"1"
"698",1011,15,"Masculino",41,1,1,0,"0"
"699",565,14,"Femenino",35,3,4,0,"0"
"700",1150,9,"Masculino",77,4,2,1,"1"
"701",769,12,"Femenino",85,6,0,1,"1"
"702",404,11,"Masculino",22,1,0,0,"0"
"703",845,12,"Femenino",27,3,1,0,"0"
"704",172,12,"Femenino",35,1,3,0,"0"
"705",590,14,"Masculino",38,1,1,0,"0"
"706",207,12,"Femenino",38,8,3,0,"0"
"707",896,18,"Femenino",32,1,0,0,"0"
"708",601,11,"Masculino",39,3,2,0,"0"
"709",506,14,"Masculino",32,3,2,1,"1"
"710",70,14,"Masculino",26,1,0,0,"0"
"711",373,12,"Masculino",71,4,3,1,"1"
"712",975,14,"Masculino",38,1,1,0,"0"
"713",401,15,"Masculino",21,2,0,0,"0"
"714",860,12,"Femenino",28,4,1,0,"0"
"715",663,16,"Masculino",47,2,2,1,"1"
"716",87,14,"Femenino",28,2,0,0,"0"
"717",545,12,"Masculino",34,3,2,0,"0"
"718",268,19,"Femenino",44,3,0,1,"1"
"719",496,14,"Femenino",31,1,1,1,"1"
"720",57,15,"Masculino",25,1,0,0,"0"
"721",960,14,"Masculino",36,3,1,0,"0"
"722",548,12,"Masculino",34,5,2,0,"0"
"723",559,16,"Masculino",35,2,0,0,"0"
"724",217,7,"Femenino",39,1,2,0,"0"
"725",1007,14,"Masculino",41,2,2,1,"1"
"726",128,12,"Femenino",32,3,2,0,"0"
"727",1118,12,"Femenino",61,2,0,1,"1"
"728",698,16,"Femenino",50,2,4,0,"0"
"729",725,14,"Femenino",59,8,2,1,"1"
"730",156,13,"Femenino",34,5,1,1,"1"
